ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
KHM,Female,1996,167151,132009,211952
KHM,Female,1997,170340,137396,210758
KHM,Female,1998,173618,141940,208670
KHM,Female,1999,176527,148405,210549
KHM,Female,2000,178911,153146,208130
KHM,Female,2001,178571,156372,203362
KHM,Female,2002,178007,157295,199820
KHM,Female,2003,177479,158556,197007
KHM,Female,2004,176810,159116,195232
KHM,Female,2005,175368,158506,193834
KHM,Female,2006,176392,158100,196267
KHM,Female,2007,177447,156954,199773
KHM,Female,2008,178254,155202,202247
KHM,Female,2009,179056,154952,204536
KHM,Female,2010,180351,154700,207450
KHM,Female,2011,182847,156175,213843
KHM,Female,2012,188399,158432,225248
KHM,Both,1980,894850,799096,989414
KHM,Both,1981,900286,798767,998167
KHM,Both,1982,918592,818242,1012297
KHM,Both,1983,946086,843862,1042944
KHM,Both,1984,976661,876654,1076990
KHM,Both,1985,1005948,900466,1109639
KHM,Both,1986,1032504,925164,1145348
KHM,Both,1987,1059277,946204,1172892
KHM,Both,1988,1087273,969906,1204694
KHM,Both,1989,1118170,991234,1236823
KHM,Both,1990,1153670,1022287,1278206
KHM,Both,1991,1194552,1059634,1324747
KHM,Both,1992,1239872,1108286,1376795
KHM,Both,1993,1288607,1156866,1425687
KHM,Both,1994,1335853,1202015,1470694
KHM,Both,1995,1381898,1246283,1517740
KHM,Both,1996,1425804,1291246,1557716
KHM,Both,1997,1460788,1321844,1586198
KHM,Both,1998,1495621,1363023,1612304
KHM,Both,1999,1532030,1408978,1643804
KHM,Both,2000,1570681,1459280,1677005
KHM,Both,2001,1608745,1510380,1699502
KHM,Both,2002,1647017,1559355,1724626
KHM,Both,2003,1684589,1610574,1754521
KHM,Both,2004,1719099,1646736,1790458
KHM,Both,2005,1747146,1666723,1823034
KHM,Both,2006,1777741,1685041,1864856
KHM,Both,2007,1806321,1698358,1903431
KHM,Both,2008,1832620,1721623,1940212
KHM,Both,2009,1858134,1747535,1970108
KHM,Both,2010,1888190,1771402,2003380
KHM,Both,2011,1930612,1801911,2061658
KHM,Both,2012,1992481,1847164,2136460
KIR,Male,1980,9650,8450,10770
KIR,Male,1981,9962,8651,11154
KIR,Male,1982,10291,8942,11516
KIR,Male,1983,10632,9231,11873
KIR,Male,1984,10979,9562,12335
KIR,Male,1985,11337,9939,12730
KIR,Male,1986,11706,10333,13109
KIR,Male,1987,12073,10652,13469
KIR,Male,1988,12441,11005,13792
KIR,Male,1989,12781,11338,14100
KIR,Male,1990,13096,11721,14428
KIR,Male,1991,13375,12001,14698
KIR,Male,1992,13615,12230,14956
KIR,Male,1993,13846,12440,15269
KIR,Male,1994,14099,12729,15502
KIR,Male,1995,14391,13012,15775
KIR,Male,1996,14732,13359,16068
KIR,Male,1997,14771,13459,16129
KIR,Male,1998,14922,13539,16327
KIR,Male,1999,15171,13804,16547
KIR,Male,2000,15515,14166,16866
KIR,Male,2001,15907,14634,17232
KIR,Male,2002,16349,15148,17623
KIR,Male,2003,16800,15618,18041
KIR,Male,2004,17200,16090,18430
KIR,Male,2005,17174,16081,18398
KIR,Male,2006,17078,15927,18378
KIR,Male,2007,16939,15714,18282
KIR,Male,2008,16816,15503,18153
KIR,Male,2009,16751,15311,18176
KIR,Male,2010,17069,15532,18584
KIR,Male,2011,17444,15805,19040
KIR,Male,2012,17844,16097,19582
KIR,Female,1980,5557,4532,6751
KIR,Female,1981,5725,4669,6975
KIR,Female,1982,5897,4794,7184
KIR,Female,1983,6071,4926,7363
KIR,Female,1984,6254,5050,7582
KIR,Female,1985,6442,5224,7782
KIR,Female,1986,6644,5383,8089
KIR,Female,1987,6854,5566,8341
KIR,Female,1988,7074,5761,8548
KIR,Female,1989,7279,5937,8823
KIR,Female,1990,7465,6111,8992
KIR,Female,1991,7628,6178,9156
KIR,Female,1992,7769,6326,9366
KIR,Female,1993,7904,6409,9509
KIR,Female,1994,8057,6583,9667
KIR,Female,1995,8237,6696,9795
KIR,Female,1996,8455,6920,10058
KIR,Female,1997,8519,6940,10110
KIR,Female,1998,8648,7058,10234
KIR,Female,1999,8836,7282,10407
KIR,Female,2000,9055,7583,10528
KIR,Female,2001,9287,7934,10674
KIR,Female,2002,9520,8246,10831
KIR,Female,2003,9742,8504,11037
KIR,Female,2004,9923,8728,11171
KIR,Female,2005,9864,8675,11049
KIR,Female,2006,9774,8620,10918
KIR,Female,2007,9662,8465,10817
KIR,Female,2008,9563,8385,10706
KIR,Female,2009,9509,8298,10676
KIR,Female,2010,9678,8428,10934
KIR,Female,2011,9900,8543,11270
KIR,Female,2012,10166,8692,11717
KIR,Both,1980,15207,13593,16832
KIR,Both,1981,15687,13984,17433
KIR,Both,1982,16188,14402,17999
KIR,Both,1983,16704,14881,18620
KIR,Both,1984,17233,15367,19156
KIR,Both,1985,17779,15975,19736
KIR,Both,1986,18350,16476,20422
KIR,Both,1987,18926,17027,21005
KIR,Both,1988,19515,17593,21506
KIR,Both,1989,20060,18074,22094
KIR,Both,1990,20561,18598,22551
KIR,Both,1991,21003,18995,23080
KIR,Both,1992,21384,19358,23509
KIR,Both,1993,21750,19765,23827
KIR,Both,1994,22156,20208,24251
KIR,Both,1995,22628,20646,24676
KIR,Both,1996,23187,21147,25239
KIR,Both,1997,23290,21211,25320
KIR,Both,1998,23570,21462,25481
KIR,Both,1999,24007,22012,25992
KIR,Both,2000,24570,22675,26567
KIR,Both,2001,25194,23338,27145
KIR,Both,2002,25869,24019,27852
KIR,Both,2003,26542,24882,28434
KIR,Both,2004,27122,25410,28931
KIR,Both,2005,27037,25324,28788
KIR,Both,2006,26852,25163,28644
KIR,Both,2007,26600,24823,28349
KIR,Both,2008,26379,24647,28085
KIR,Both,2009,26261,24422,28012
KIR,Both,2010,26746,24791,28670
KIR,Both,2011,27344,25254,29404
KIR,Both,2012,28010,25746,30248
KOR,Male,1980,7605783,7154922,8018251
KOR,Male,1981,7859307,7379655,8278257
KOR,Male,1982,8109366,7634128,8535182
KOR,Male,1983,8354454,7894248,8807654
KOR,Male,1984,8600790,8159865,9039086
KOR,Male,1985,8849906,8415993,9300904
KOR,Male,1986,9097605,8676900,9555128
KOR,Male,1987,9339479,8921447,9761596
KOR,Male,1988,9568939,9168400,9989888
KOR,Male,1989,9781481,9383301,10178890
KOR,Male,1990,9942086,9534527,10331937
KOR,Male,1991,10045948,9627087,10446960
KOR,Male,1992,10125762,9692027,10553217
KOR,Male,1993,10190633,9757743,10641073
KOR,Male,1994,10292569,9841177,10753916
KOR,Male,1995,10382741,9909090,10833808
KOR,Male,1996,10412423,9925333,10868899
KOR,Male,1997,10386672,9894124,10853534
KOR,Male,1998,10347618,9867668,10824958
KOR,Male,1999,10217201,9731537,10707542
KOR,Male,2000,10080864,9575637,10582009
KOR,Male,2001,9922855,9380991,10445713
KOR,Male,2002,9752706,9186055,10280536
KOR,Male,2003,9569339,9004238,10140892
KOR,Male,2004,9382923,8804589,9964941
KOR,Male,2005,9204548,8590879,9782688
KOR,Male,2006,9082907,8453651,9668376
KOR,Male,2007,8968601,8353719,9574642
KOR,Male,2008,8868802,8274341,9460251
KOR,Male,2009,8785990,8185104,9407033
KOR,Male,2010,8715283,8139574,9314455
KOR,Male,2011,8702664,8089272,9326775
KOR,Male,2012,8748006,8124476,9417211
KOR,Female,1980,841110,687291,1023845
KOR,Female,1981,850909,693809,1024875
KOR,Female,1982,857516,699347,1030317
KOR,Female,1983,862897,704295,1048235
KOR,Female,1984,868660,706386,1061486
KOR,Female,1985,875199,708692,1061246
KOR,Female,1986,881369,716690,1064957
KOR,Female,1987,887133,732303,1056734
KOR,Female,1988,891456,743871,1046570
KOR,Female,1989,894592,758232,1046100
KOR,Female,1990,897658,765025,1041901
KOR,Female,1991,879966,752571,1022884
KOR,Female,1992,863314,740730,1012663
KOR,Female,1993,852826,731451,1000255
KOR,Female,1994,862005,741113,997412
KOR,Female,1995,878324,758225,1012643
KOR,Female,1996,891166,774071,1022161
KOR,Female,1997,903707,785206,1034156
KOR,Female,1998,919534,805540,1044948
KOR,Female,1999,924886,814932,1049136
KOR,Female,2000,938378,824010,1070313
KOR,Female,2001,955397,831229,1099173
KOR,Female,2002,976559,847200,1128568
KOR,Female,2003,1001593,862184,1159198
KOR,Female,2004,1029243,885699,1188865
KOR,Female,2005,1059472,910211,1222950
KOR,Female,2006,1087343,936272,1248714
KOR,Female,2007,1114597,958619,1279161
KOR,Female,2008,1141895,984547,1302713
KOR,Female,2009,1167220,1014994,1335217
KOR,Female,2010,1189974,1038737,1367737
KOR,Female,2011,1206226,1042687,1395415
KOR,Female,2012,1213619,1030322,1426322
KOR,Both,1980,8446893,7958553,8919027
KOR,Both,1981,8710215,8210856,9191393
KOR,Both,1982,8966882,8443738,9445337
KOR,Both,1983,9217350,8697004,9698589
KOR,Both,1984,9469450,8969516,9969574
KOR,Both,1985,9725105,9245365,10209995
KOR,Both,1986,9978974,9507541,10462649
KOR,Both,1987,10226613,9783164,10680044
KOR,Both,1988,10460395,10022445,10892423
KOR,Both,1989,10676073,10226933,11090179
KOR,Both,1990,10839743,10402971,11267287
KOR,Both,1991,10925914,10477996,11345188
KOR,Both,1992,10989076,10547892,11436124
KOR,Both,1993,11043459,10598046,11490415
KOR,Both,1994,11154574,10688127,11616425
KOR,Both,1995,11261065,10775069,11741297
KOR,Both,1996,11303588,10808595,11783684
KOR,Both,1997,11290378,10779939,11761227
KOR,Both,1998,11267152,10758853,11745847
KOR,Both,1999,11142086,10644039,11651185
KOR,Both,2000,11019242,10524979,11559928
KOR,Both,2001,10878251,10320094,11428451
KOR,Both,2002,10729266,10152091,11309183
KOR,Both,2003,10570932,10004360,11174103
KOR,Both,2004,10412165,9791988,11010815
KOR,Both,2005,10264020,9613786,10865730
KOR,Both,2006,10170250,9515299,10795085
KOR,Both,2007,10083198,9439997,10728438
KOR,Both,2008,10010697,9384090,10635717
KOR,Both,2009,9953211,9347802,10557780
KOR,Both,2010,9905257,9300356,10540914
KOR,Both,2011,9908890,9270741,10544550
KOR,Both,2012,9961625,9292499,10635694
KWT,Male,1980,253904,221616,287337
KWT,Male,1981,262203,227315,299673
KWT,Male,1982,267784,230623,307442
KWT,Male,1983,272172,232864,314070
KWT,Male,1984,274829,233690,319378
KWT,Male,1985,274130,231298,317718
KWT,Male,1986,270990,227175,314740
KWT,Male,1987,266025,222955,311349
KWT,Male,1988,259172,218270,305901
KWT,Male,1989,254465,215205,298311
KWT,Male,1990,248359,208045,289543
KWT,Male,1991,244362,204741,284022
KWT,Male,1992,243621,204629,284114
KWT,Male,1993,246636,207100,288495
KWT,Male,1994,251110,212256,293446
KWT,Male,1995,257360,216359,301580
KWT,Male,1996,265450,222833,312370
KWT,Male,1997,274628,229075,323361
KWT,Male,1998,285311,237344,335440
KWT,Male,1999,295794,244733,347785
KWT,Male,2000,306540,252210,359175
KWT,Male,2001,316408,260649,370847
KWT,Male,2002,326158,269035,383320
KWT,Male,2003,338421,278015,397686
KWT,Male,2004,353923,291929,418318
KWT,Male,2005,373794,306123,440966
KWT,Male,2006,398033,326224,467244
KWT,Male,2007,425644,348391,494393
KWT,Male,2008,455623,375410,528156
KWT,Male,2009,484304,402960,562578
KWT,Male,2010,511828,429796,596538
KWT,Male,2011,539174,451291,629903
KWT,Male,2012,565901,474672,663533
KWT,Female,1980,12977,9097,17974
KWT,Female,1981,13127,9173,18288
KWT,Female,1982,13232,9227,18583
KWT,Female,1983,13474,9495,18825
KWT,Female,1984,13881,9709,19303
KWT,Female,1985,14392,10068,20242
KWT,Female,1986,15125,10640,21325
KWT,Female,1987,16035,11104,22413
KWT,Female,1988,16852,11634,23673
KWT,Female,1989,17430,12174,24328
KWT,Female,1990,17333,12098,24310
KWT,Female,1991,16708,11636,23608
KWT,Female,1992,15677,11084,22093
KWT,Female,1993,14549,10313,20410
KWT,Female,1994,13572,9554,18862
KWT,Female,1995,13084,9044,18062
KWT,Female,1996,13204,9123,18395
KWT,Female,1997,13779,9592,19253
KWT,Female,1998,14618,10242,21072
KWT,Female,1999,15454,10998,21851
KWT,Female,2000,16154,11568,22952
KWT,Female,2001,16681,11945,23404
KWT,Female,2002,17106,12181,23656
KWT,Female,2003,17588,12613,24467
KWT,Female,2004,18222,13133,25522
KWT,Female,2005,19098,13616,26538
KWT,Female,2006,20200,14399,28271
KWT,Female,2007,21515,15444,30435
KWT,Female,2008,22973,16650,32985
KWT,Female,2009,24384,17465,34518
KWT,Female,2010,25796,18541,35657
KWT,Female,2011,27179,19640,37816
KWT,Female,2012,28557,20708,39767
KWT,Both,1980,266881,233444,301430
KWT,Both,1981,275330,239908,312901
KWT,Both,1982,281016,243436,319859
KWT,Both,1983,285646,245836,326826
KWT,Both,1984,288710,245786,331850
KWT,Both,1985,288521,244162,332123
KWT,Both,1986,286115,241563,330576
KWT,Both,1987,282060,236766,326879
KWT,Both,1988,276024,233242,321852
KWT,Both,1989,271895,231451,316641
KWT,Both,1990,265692,224307,307274
KWT,Both,1991,261070,219850,302490
KWT,Both,1992,259298,219022,300695
KWT,Both,1993,261184,221324,302873
KWT,Both,1994,264683,225085,306802
KWT,Both,1995,270444,228849,314719
KWT,Both,1996,278654,236044,325237
KWT,Both,1997,288407,242337,336156
KWT,Both,1998,299930,251077,349764
KWT,Both,1999,311249,259392,362932
KWT,Both,2000,322694,268789,376269
KWT,Both,2001,333089,277520,388195
KWT,Both,2002,343264,287171,400882
KWT,Both,2003,356010,295450,416689
KWT,Both,2004,372145,310573,435202
KWT,Both,2005,392891,325714,459537
KWT,Both,2006,418233,345190,486224
KWT,Both,2007,447159,368790,516143
KWT,Both,2008,478596,396166,551290
KWT,Both,2009,508687,426823,589770
KWT,Both,2010,537624,454234,621613
KWT,Both,2011,566353,478242,659550
KWT,Both,2012,594458,502857,691469
LAO,Male,1980,500720,440475,566150
LAO,Male,1981,508325,445963,573445
LAO,Male,1982,519089,454246,586882
LAO,Male,1983,532624,467479,600315
LAO,Male,1984,547785,481584,620550
LAO,Male,1985,563566,495629,639604
LAO,Male,1986,580498,511736,660851
LAO,Male,1987,599328,527731,683608
LAO,Male,1988,619745,544141,713899
LAO,Male,1989,639583,559032,733546
LAO,Male,1990,659048,578041,754220
LAO,Male,1991,678235,597413,770949
LAO,Male,1992,696971,614468,791722
LAO,Male,1993,715788,629051,812736
LAO,Male,1994,733655,643460,833956
LAO,Male,1995,751326,656788,852743
LAO,Male,1996,768850,670564,866828
LAO,Male,1997,779220,681251,875757
LAO,Male,1998,787502,691178,883441
LAO,Male,1999,794630,703455,887205
LAO,Male,2000,800927,712566,890306
LAO,Male,2001,806388,718256,897295
LAO,Male,2002,810731,722765,897605
LAO,Male,2003,814843,723583,903211
LAO,Male,2004,811471,717994,896303
LAO,Male,2005,812271,719700,897507
LAO,Male,2006,818850,726742,903674
LAO,Male,2007,830758,736214,917938
LAO,Male,2008,847274,750959,938532
LAO,Male,2009,867253,768334,962883
LAO,Male,2010,889751,790624,989034
LAO,Male,2011,913750,811345,1018033
LAO,Male,2012,940239,833417,1053749
LAO,Female,1980,115361,86620,148751
LAO,Female,1981,116864,87229,151718
LAO,Female,1982,118990,87646,154579
LAO,Female,1983,121643,89225,160386
LAO,Female,1984,124597,91390,164824
LAO,Female,1985,127521,95065,169060
LAO,Female,1986,130686,98783,171844
LAO,Female,1987,134359,102435,180159
LAO,Female,1988,138379,104142,184982
LAO,Female,1989,142292,107337,191229
LAO,Female,1990,146196,109535,195629
LAO,Female,1991,150186,112487,197097
LAO,Female,1992,154261,115800,202321
LAO,Female,1993,158488,119040,207621
LAO,Female,1994,162472,120848,213554
LAO,Female,1995,166186,123539,219700
LAO,Female,1996,169659,127221,223492
LAO,Female,1997,172616,130991,229331
LAO,Female,1998,175653,133520,231605
LAO,Female,1999,178716,136294,234741
LAO,Female,2000,181901,136494,238595
LAO,Female,2001,185321,138163,240693
LAO,Female,2002,188865,141825,247030
LAO,Female,2003,192539,144344,253868
LAO,Female,2004,196260,146702,258296
LAO,Female,2005,199963,150535,262670
LAO,Female,2006,203730,153731,267238
LAO,Female,2007,207462,156611,269281
LAO,Female,2008,211334,160319,276171
LAO,Female,2009,215406,161055,284818
LAO,Female,2010,219426,165115,292894
LAO,Female,2011,223601,168430,298581
LAO,Female,2012,228810,173182,305501
LAO,Both,1980,616080,552486,688631
LAO,Both,1981,625189,558888,697224
LAO,Both,1982,638079,571711,710475
LAO,Both,1983,654267,585172,732041
LAO,Both,1984,672381,599230,754635
LAO,Both,1985,691086,613615,775961
LAO,Both,1986,711184,631624,799182
LAO,Both,1987,733687,651513,826900
LAO,Both,1988,758124,671013,855203
LAO,Both,1989,781874,688103,882686
LAO,Both,1990,805244,709116,912628
LAO,Both,1991,828421,734487,940505
LAO,Both,1992,851231,754773,963614
LAO,Both,1993,874276,778022,986191
LAO,Both,1994,896127,795153,1007643
LAO,Both,1995,917511,811829,1033545
LAO,Both,1996,938509,828778,1048402
LAO,Both,1997,951836,842620,1056893
LAO,Both,1998,963155,855497,1065790
LAO,Both,1999,973346,867449,1076659
LAO,Both,2000,982828,878341,1085895
LAO,Both,2001,991708,884632,1096225
LAO,Both,2002,999595,891190,1104504
LAO,Both,2003,1007382,896975,1110698
LAO,Both,2004,1007731,896415,1108861
LAO,Both,2005,1012234,903715,1114006
LAO,Both,2006,1022580,916094,1130677
LAO,Both,2007,1038220,928522,1151850
LAO,Both,2008,1058608,949794,1174714
LAO,Both,2009,1082659,972451,1200026
LAO,Both,2010,1109177,996932,1230027
LAO,Both,2011,1137351,1028399,1262083
LAO,Both,2012,1169048,1054558,1296531
LBN,Male,1980,346195,308448,386155
LBN,Male,1981,353374,313913,393675
LBN,Male,1982,367002,326497,407315
LBN,Male,1983,379630,339593,419384
LBN,Male,1984,387012,347078,427478
LBN,Male,1985,388497,346939,428619
LBN,Male,1986,389290,347411,429154
LBN,Male,1987,387053,346541,425148
LBN,Male,1988,389173,349678,427835
LBN,Male,1989,397885,357235,436265
LBN,Male,1990,409165,368389,448544
LBN,Male,1991,421661,379441,463055
LBN,Male,1992,437534,393839,480168
LBN,Male,1993,454531,410252,498964
LBN,Male,1994,469605,425468,514245
LBN,Male,1995,480981,436336,525401
LBN,Male,1996,487465,442533,532652
LBN,Male,1997,486870,442602,531713
LBN,Male,1998,481029,435565,525566
LBN,Male,1999,476296,428523,522778
LBN,Male,2000,475925,427082,525143
LBN,Male,2001,481357,427240,531277
LBN,Male,2002,491365,434596,545116
LBN,Male,2003,503911,445080,560280
LBN,Male,2004,514940,455695,571860
LBN,Male,2005,523428,466855,580951
LBN,Male,2006,528710,474323,585197
LBN,Male,2007,530975,472781,587846
LBN,Male,2008,533229,476784,588331
LBN,Male,2009,540310,485672,597965
LBN,Male,2010,554727,500386,613363
LBN,Male,2011,585489,523680,650503
LBN,Male,2012,624600,551558,698859
LBN,Female,1980,225720,185450,271181
LBN,Female,1981,231367,189980,276744
LBN,Female,1982,239413,195579,287269
LBN,Female,1983,246654,200844,296950
LBN,Female,1984,251515,203484,302869
LBN,Female,1985,253999,205454,303732
LBN,Female,1986,256770,208780,304403
LBN,Female,1987,258542,212142,305197
LBN,Female,1988,263066,216847,313213
LBN,Female,1989,271115,224284,322719
LBN,Female,1990,280599,233044,334293
LBN,Female,1991,290784,242352,343535
LBN,Female,1992,302336,253635,354268
LBN,Female,1993,314837,264911,366877
LBN,Female,1994,326611,276861,377120
LBN,Female,1995,336937,287702,388732
LBN,Female,1996,345707,297227,396937
LBN,Female,1997,350335,302577,400807
LBN,Female,1998,349185,300591,401333
LBN,Female,1999,344542,293880,399026
LBN,Female,2000,338640,288440,395450
LBN,Female,2001,333395,281757,392056
LBN,Female,2002,329121,278428,386794
LBN,Female,2003,326076,275923,383982
LBN,Female,2004,323784,273336,380682
LBN,Female,2005,322239,271877,381342
LBN,Female,2006,320931,271494,374687
LBN,Female,2007,319229,272048,371182
LBN,Female,2008,318134,273462,367634
LBN,Female,2009,319779,275766,372606
LBN,Female,2010,325297,277147,383708
LBN,Female,2011,339649,287781,405286
LBN,Female,2012,359000,299140,427823
LBN,Both,1980,571915,510904,629805
LBN,Both,1981,584741,522950,643776
LBN,Both,1982,606415,542343,667075
LBN,Both,1983,626283,561805,687502
LBN,Both,1984,638527,574483,701086
LBN,Both,1985,642496,577374,705408
LBN,Both,1986,646060,581146,710534
LBN,Both,1987,645595,581437,707684
LBN,Both,1988,652239,590554,714139
LBN,Both,1989,669000,605767,734439
LBN,Both,1990,689764,626554,756538
LBN,Both,1991,712445,648906,778433
LBN,Both,1992,739870,674615,807384
LBN,Both,1993,769368,704618,836361
LBN,Both,1994,796216,730529,863050
LBN,Both,1995,817918,749777,885991
LBN,Both,1996,833171,764914,900912
LBN,Both,1997,837205,771677,907010
LBN,Both,1998,830214,764329,900386
LBN,Both,1999,820838,754010,892749
LBN,Both,2000,814565,747668,890412
LBN,Both,2001,814752,744370,892121
LBN,Both,2002,820486,746687,900137
LBN,Both,2003,829986,755374,907342
LBN,Both,2004,838724,762136,916040
LBN,Both,2005,845666,768959,922758
LBN,Both,2006,849641,773886,923531
LBN,Both,2007,850204,776566,922445
LBN,Both,2008,851363,779449,923704
LBN,Both,2009,860088,786607,936362
LBN,Both,2010,880025,802904,964063
LBN,Both,2011,925137,840150,1016401
LBN,Both,2012,983600,888027,1089878
LBR,Male,1980,74861,60704,90736
LBR,Male,1981,77028,62279,93779
LBR,Male,1982,79418,64120,97467
LBR,Male,1983,81683,66736,99861
LBR,Male,1984,83425,67743,101850
LBR,Male,1985,84346,68265,102764
LBR,Male,1986,84374,68031,102689
LBR,Male,1987,83747,67483,102171
LBR,Male,1988,82640,66582,101218
LBR,Male,1989,81275,65232,99241
LBR,Male,1990,79900,64514,97241
LBR,Male,1991,78501,63418,95188
LBR,Male,1992,77142,62245,93431
LBR,Male,1993,76448,61994,92920
LBR,Male,1994,77203,62979,93573
LBR,Male,1995,79887,65775,97958
LBR,Male,1996,84873,70487,103193
LBR,Male,1997,90054,74179,109306
LBR,Male,1998,96257,79515,116582
LBR,Male,1999,102487,84189,123656
LBR,Male,2000,107802,88698,130484
LBR,Male,2001,111688,92433,134569
LBR,Male,2002,114431,95199,136245
LBR,Male,2003,116330,97193,137603
LBR,Male,2004,118283,99798,137583
LBR,Male,2005,120953,104553,139706
LBR,Male,2006,124464,108495,141898
LBR,Male,2007,128327,113031,146145
LBR,Male,2008,130169,114037,147733
LBR,Male,2009,131534,114586,149860
LBR,Male,2010,132556,114893,153394
LBR,Male,2011,133542,114662,155489
LBR,Male,2012,136533,115658,159493
LBR,Female,1980,6301,4428,8562
LBR,Female,1981,6537,4616,8848
LBR,Female,1982,6795,4770,9301
LBR,Female,1983,7040,4914,9607
LBR,Female,1984,7233,5064,9807
LBR,Female,1985,7348,5253,9956
LBR,Female,1986,7381,5311,9994
LBR,Female,1987,7343,5264,9954
LBR,Female,1988,7256,5218,9897
LBR,Female,1989,7147,5196,9615
LBR,Female,1990,7038,5103,9418
LBR,Female,1991,6909,5008,9224
LBR,Female,1992,6778,4906,9017
LBR,Female,1993,6700,4828,9071
LBR,Female,1994,6741,4883,9212
LBR,Female,1995,6940,4979,9496
LBR,Female,1996,7334,5283,9959
LBR,Female,1997,8108,5761,11058
LBR,Female,1998,8798,6280,12145
LBR,Female,1999,9418,6704,13149
LBR,Female,2000,9911,6992,13936
LBR,Female,2001,10244,7365,14165
LBR,Female,2002,10445,7516,14083
LBR,Female,2003,10572,7817,14072
LBR,Female,2004,10712,7966,14106
LBR,Female,2005,10936,8206,14265
LBR,Female,2006,11258,8661,14678
LBR,Female,2007,11643,8905,15156
LBR,Female,2008,12023,9273,15701
LBR,Female,2009,12411,9431,16409
LBR,Female,2010,12775,9699,16957
LBR,Female,2011,13128,9893,17437
LBR,Female,2012,13532,9997,17790
LBR,Both,1980,81162,66729,96809
LBR,Both,1981,83565,68871,100323
LBR,Both,1982,86214,70777,104404
LBR,Both,1983,88723,73379,107089
LBR,Both,1984,90657,75307,109627
LBR,Both,1985,91694,75297,110006
LBR,Both,1986,91755,75679,110390
LBR,Both,1987,91090,74600,109532
LBR,Both,1988,89897,73636,108012
LBR,Both,1989,88422,72545,106364
LBR,Both,1990,86938,71577,103885
LBR,Both,1991,85410,70382,102061
LBR,Both,1992,83920,69227,100328
LBR,Both,1993,83148,69275,99430
LBR,Both,1994,83944,69333,100495
LBR,Both,1995,86827,72191,103729
LBR,Both,1996,92207,77101,110694
LBR,Both,1997,98162,81726,117365
LBR,Both,1998,105054,87465,125610
LBR,Both,1999,111905,93252,132848
LBR,Both,2000,117713,98364,140194
LBR,Both,2001,121932,101895,144523
LBR,Both,2002,124876,105305,145866
LBR,Both,2003,126902,108584,147576
LBR,Both,2004,128994,111311,148157
LBR,Both,2005,131889,114440,150351
LBR,Both,2006,135721,119048,154078
LBR,Both,2007,139970,123992,157674
LBR,Both,2008,142193,126065,159314
LBR,Both,2009,143945,126832,162176
LBR,Both,2010,145331,127557,165128
LBR,Both,2011,146670,127563,169129
LBR,Both,2012,150065,128641,174145
LBY,Male,1980,260518,220140,305592
LBY,Male,1981,265716,222498,312598
LBY,Male,1982,271149,227138,320638
LBY,Male,1983,275069,229294,326677
LBY,Male,1984,275678,228222,327706
LBY,Male,1985,275489,225502,330331
LBY,Male,1986,271713,222265,325754
LBY,Male,1987,264700,217158,318109
LBY,Male,1988,259783,213501,312782
LBY,Male,1989,257574,209764,311262
LBY,Male,1990,259882,208697,317176
LBY,Male,1991,266364,213889,328417
LBY,Male,1992,273151,218162,337748
LBY,Male,1993,279804,224486,345761
LBY,Male,1994,286230,228639,352897
LBY,Male,1995,292072,235321,357428
LBY,Male,1996,297877,238083,362092
LBY,Male,1997,319598,257350,384641
LBY,Male,1998,335324,273628,402871
LBY,Male,1999,348290,285796,414276
LBY,Male,2000,360646,299129,427959
LBY,Male,2001,370694,306262,437205
LBY,Male,2002,380712,319011,445218
LBY,Male,2003,393910,335420,456198
LBY,Male,2004,410088,352817,467138
LBY,Male,2005,431304,375789,488233
LBY,Male,2006,459466,406603,516774
LBY,Male,2007,512447,458709,572793
LBY,Male,2008,569717,512551,633274
LBY,Male,2009,623766,561131,693696
LBY,Male,2010,650034,582329,723351
LBY,Male,2011,643806,573298,725075
LBY,Male,2012,648700,572864,734301
LBY,Female,1980,16278,6641,35494
LBY,Female,1981,16655,6940,36517
LBY,Female,1982,16939,7072,37876
LBY,Female,1983,17104,7026,38897
LBY,Female,1984,17133,7042,39627
LBY,Female,1985,17193,7014,40562
LBY,Female,1986,17097,6998,40609
LBY,Female,1987,16845,6910,38929
LBY,Female,1988,16705,6968,37562
LBY,Female,1989,16727,7273,36350
LBY,Female,1990,17014,7259,35989
LBY,Female,1991,17596,7467,38000
LBY,Female,1992,18198,7754,41281
LBY,Female,1993,18864,8021,43256
LBY,Female,1994,19473,8249,43666
LBY,Female,1995,20042,8341,44225
LBY,Female,1996,20703,8631,44194
LBY,Female,1997,20331,8848,43006
LBY,Female,1998,20219,8876,45194
LBY,Female,1999,20234,8991,44868
LBY,Female,2000,20335,9245,45783
LBY,Female,2001,20413,9458,45330
LBY,Female,2002,20450,9574,44075
LBY,Female,2003,20568,9787,44403
LBY,Female,2004,20698,10041,43202
LBY,Female,2005,20851,10436,43055
LBY,Female,2006,21054,10814,43814
LBY,Female,2007,20041,10716,41109
LBY,Female,2008,20373,10964,41279
LBY,Female,2009,20617,11025,41107
LBY,Female,2010,20896,11277,43141
LBY,Female,2011,20370,10859,41603
LBY,Female,2012,20424,10922,41601
LBY,Both,1980,276795,233626,324110
LBY,Both,1981,282371,238039,330987
LBY,Both,1982,288088,241908,339586
LBY,Both,1983,292173,243366,346162
