ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
LBY,Both,1984,292811,241507,350071
LBY,Both,1985,292683,240090,352735
LBY,Both,1986,288810,235517,347309
LBY,Both,1987,281545,228607,337105
LBY,Both,1988,276489,225955,333439
LBY,Both,1989,274301,223254,331121
LBY,Both,1990,276896,222892,335855
LBY,Both,1991,283959,228333,345862
LBY,Both,1992,291348,234494,353984
LBY,Both,1993,298668,240380,364806
LBY,Both,1994,305703,245999,373674
LBY,Both,1995,312114,251148,380923
LBY,Both,1996,318580,256766,384923
LBY,Both,1997,339930,273712,408168
LBY,Both,1998,355543,291312,425089
LBY,Both,1999,368524,299972,436339
LBY,Both,2000,380981,314527,449426
LBY,Both,2001,391108,323595,461245
LBY,Both,2002,401162,335717,470916
LBY,Both,2003,414478,352946,480308
LBY,Both,2004,430787,371124,493926
LBY,Both,2005,452154,394798,513294
LBY,Both,2006,480520,426164,541292
LBY,Both,2007,532489,479695,598396
LBY,Both,2008,590089,531591,657190
LBY,Both,2009,644383,583087,719078
LBY,Both,2010,670930,604482,749954
LBY,Both,2011,664177,591679,746792
LBY,Both,2012,669123,591289,756808
LCA,Male,1980,4189,3400,5114
LCA,Male,1981,4313,3482,5296
LCA,Male,1982,4444,3580,5469
LCA,Male,1983,4587,3694,5599
LCA,Male,1984,4758,3788,5798
LCA,Male,1985,4957,3957,6056
LCA,Male,1986,5194,4164,6314
LCA,Male,1987,5456,4382,6621
LCA,Male,1988,5743,4691,6937
LCA,Male,1989,6026,4940,7284
LCA,Male,1990,6296,5151,7581
LCA,Male,1991,6534,5375,7919
LCA,Male,1992,6753,5581,8166
LCA,Male,1993,6948,5690,8403
LCA,Male,1994,7135,5807,8655
LCA,Male,1995,7322,5968,8914
LCA,Male,1996,7512,6128,9085
LCA,Male,1997,7546,6087,9180
LCA,Male,1998,7621,6118,9147
LCA,Male,1999,7728,6191,9331
LCA,Male,2000,7861,6319,9522
LCA,Male,2001,7999,6485,9693
LCA,Male,2002,8151,6616,9849
LCA,Male,2003,8322,6780,10023
LCA,Male,2004,8530,6934,10316
LCA,Male,2005,8773,7025,10572
LCA,Male,2006,9070,7293,10828
LCA,Male,2007,9405,7613,11317
LCA,Male,2008,9757,7988,11805
LCA,Male,2009,10092,8267,12110
LCA,Male,2010,10389,8475,12532
LCA,Male,2011,10642,8683,12730
LCA,Male,2012,10844,8792,12977
LCA,Female,1980,1519,1123,2014
LCA,Female,1981,1563,1144,2085
LCA,Female,1982,1612,1184,2176
LCA,Female,1983,1664,1223,2263
LCA,Female,1984,1720,1245,2322
LCA,Female,1985,1777,1293,2400
LCA,Female,1986,1840,1336,2464
LCA,Female,1987,1905,1386,2570
LCA,Female,1988,1976,1440,2606
LCA,Female,1989,2052,1498,2696
LCA,Female,1990,2135,1578,2828
LCA,Female,1991,2219,1639,2961
LCA,Female,1992,2305,1700,3065
LCA,Female,1993,2393,1763,3183
LCA,Female,1994,2485,1832,3340
LCA,Female,1995,2584,1902,3468
LCA,Female,1996,2690,1959,3584
LCA,Female,1997,2655,1959,3586
LCA,Female,1998,2634,1929,3523
LCA,Female,1999,2629,1949,3544
LCA,Female,2000,2637,1945,3545
LCA,Female,2001,2648,1937,3505
LCA,Female,2002,2670,1949,3506
LCA,Female,2003,2705,1964,3564
LCA,Female,2004,2755,1984,3644
LCA,Female,2005,2817,2027,3729
LCA,Female,2006,2888,2070,3821
LCA,Female,2007,2966,2139,3952
LCA,Female,2008,3048,2174,4081
LCA,Female,2009,3123,2247,4263
LCA,Female,2010,3188,2320,4317
LCA,Female,2011,3242,2365,4371
LCA,Female,2012,3286,2390,4437
LCA,Both,1980,5708,4809,6769
LCA,Both,1981,5876,4917,6955
LCA,Both,1982,6056,5051,7195
LCA,Both,1983,6252,5206,7376
LCA,Both,1984,6477,5404,7624
LCA,Both,1985,6734,5620,7880
LCA,Both,1986,7034,5915,8254
LCA,Both,1987,7362,6181,8627
LCA,Both,1988,7719,6518,9012
LCA,Both,1989,8079,6826,9475
LCA,Both,1990,8431,7082,9889
LCA,Both,1991,8754,7404,10263
LCA,Both,1992,9059,7645,10634
LCA,Both,1993,9341,7856,10906
LCA,Both,1994,9620,8143,11234
LCA,Both,1995,9906,8380,11646
LCA,Both,1996,10202,8590,12003
LCA,Both,1997,10201,8547,12039
LCA,Both,1998,10255,8516,12138
LCA,Both,1999,10357,8593,12274
LCA,Both,2000,10498,8711,12408
LCA,Both,2001,10647,8872,12552
LCA,Both,2002,10821,9024,12614
LCA,Both,2003,11028,9275,12834
LCA,Both,2004,11285,9436,13116
LCA,Both,2005,11589,9730,13517
LCA,Both,2006,11958,10118,13934
LCA,Both,2007,12371,10457,14445
LCA,Both,2008,12806,10902,14939
LCA,Both,2009,13215,11185,15493
LCA,Both,2010,13577,11473,15908
LCA,Both,2011,13884,11766,16248
LCA,Both,2012,14130,12000,16469
LKA,Male,1980,1216500,1024455,1428639
LKA,Male,1981,1236301,1042127,1443234
LKA,Male,1982,1255937,1055177,1460385
LKA,Male,1983,1275995,1074739,1494025
LKA,Male,1984,1296331,1088918,1528518
LKA,Male,1985,1317487,1104994,1549555
LKA,Male,1986,1339956,1120428,1581575
LKA,Male,1987,1363978,1142612,1600413
LKA,Male,1988,1388506,1162104,1623452
LKA,Male,1989,1412697,1186165,1653735
LKA,Male,1990,1435228,1211975,1674094
LKA,Male,1991,1456645,1241196,1701938
LKA,Male,1992,1477044,1264994,1722420
LKA,Male,1993,1496881,1285687,1744421
LKA,Male,1994,1513883,1294650,1758336
LKA,Male,1995,1530235,1315071,1765945
LKA,Male,1996,1545079,1339974,1766726
LKA,Male,1997,1552215,1355356,1759506
LKA,Male,1998,1559421,1374267,1746723
LKA,Male,1999,1567462,1405851,1743585
LKA,Male,2000,1577481,1432902,1735065
LKA,Male,2001,1590869,1467987,1731622
LKA,Male,2002,1599695,1485321,1729862
LKA,Male,2003,1611252,1498668,1736375
LKA,Male,2004,1623654,1494753,1751310
LKA,Male,2005,1637980,1500562,1775793
LKA,Male,2006,1653475,1508003,1808172
LKA,Male,2007,1678775,1509824,1852482
LKA,Male,2008,1705196,1517277,1903802
LKA,Male,2009,1733866,1516845,1962331
LKA,Male,2010,1763990,1528245,2002665
LKA,Male,2011,1792881,1548778,2054065
LKA,Male,2012,1821383,1563522,2095564
LKA,Female,1980,70460,49994,98808
LKA,Female,1981,72178,51484,100781
LKA,Female,1982,73779,52743,102595
LKA,Female,1983,75341,54084,103800
LKA,Female,1984,76922,56082,105391
LKA,Female,1985,78666,57129,106793
LKA,Female,1986,80585,58421,108209
LKA,Female,1987,82686,60349,110972
LKA,Female,1988,84979,61742,113887
LKA,Female,1989,87382,63471,118324
LKA,Female,1990,89823,65228,122166
LKA,Female,1991,92310,67270,123553
LKA,Female,1992,94840,69420,125803
LKA,Female,1993,97372,71638,128746
LKA,Female,1994,99809,73724,131345
LKA,Female,1995,101993,75873,133617
LKA,Female,1996,103977,77590,135993
LKA,Female,1997,102009,76824,132232
LKA,Female,1998,100402,77070,127483
LKA,Female,1999,98884,77232,123110
LKA,Female,2000,97231,77965,119011
LKA,Female,2001,95734,78137,116244
LKA,Female,2002,91588,75200,110209
LKA,Female,2003,87854,72245,104596
LKA,Female,2004,81777,66378,98217
LKA,Female,2005,76264,61361,93559
LKA,Female,2006,71801,56683,88965
LKA,Female,2007,72192,56851,91342
LKA,Female,2008,73069,56409,93116
LKA,Female,2009,74522,57165,96581
LKA,Female,2010,76314,58341,100732
LKA,Female,2011,78392,59538,103584
LKA,Female,2012,80851,60748,107889
LKA,Both,1980,1286960,1093420,1502226
LKA,Both,1981,1308479,1108812,1524361
LKA,Both,1982,1329716,1125341,1544069
LKA,Both,1983,1351336,1146795,1575857
LKA,Both,1984,1373253,1166793,1604437
LKA,Both,1985,1396152,1182386,1631020
LKA,Both,1986,1420541,1203094,1662065
LKA,Both,1987,1446664,1226671,1682885
LKA,Both,1988,1473485,1252548,1711699
LKA,Both,1989,1500079,1273956,1738092
LKA,Both,1990,1525051,1295691,1762844
LKA,Both,1991,1548955,1331161,1795537
LKA,Both,1992,1571884,1358771,1816236
LKA,Both,1993,1594252,1373746,1832781
LKA,Both,1994,1613692,1395790,1858293
LKA,Both,1995,1632228,1421186,1870599
LKA,Both,1996,1649056,1443482,1868266
LKA,Both,1997,1654225,1457855,1860608
LKA,Both,1998,1659823,1473760,1847909
LKA,Both,1999,1666346,1501987,1841824
LKA,Both,2000,1674712,1529783,1829758
LKA,Both,2001,1686603,1558495,1831451
LKA,Both,2002,1691284,1574899,1820110
LKA,Both,2003,1699106,1582171,1821156
LKA,Both,2004,1705431,1575268,1829830
LKA,Both,2005,1714244,1582850,1856371
LKA,Both,2006,1725276,1579341,1876751
LKA,Both,2007,1750967,1584662,1925206
LKA,Both,2008,1778265,1585935,1979974
LKA,Both,2009,1808389,1594335,2037680
LKA,Both,2010,1840304,1607310,2085677
LKA,Both,2011,1871272,1625979,2140290
LKA,Both,2012,1902234,1647238,2178971
LSO,Male,1980,145070,126609,164552
LSO,Male,1981,149065,130624,169727
LSO,Male,1982,153015,134805,173137
LSO,Male,1983,157145,138441,178821
LSO,Male,1984,161060,141221,184113
LSO,Male,1985,164823,144861,188056
LSO,Male,1986,168484,147775,190772
LSO,Male,1987,172202,151373,195376
LSO,Male,1988,175960,155070,199799
LSO,Male,1989,179993,158729,204459
LSO,Male,1990,184508,161889,210294
LSO,Male,1991,189784,167398,216358
LSO,Male,1992,195669,171802,222153
LSO,Male,1993,201721,176798,228250
LSO,Male,1994,207274,181348,234238
LSO,Male,1995,212049,186197,238245
LSO,Male,1996,215629,190434,240235
LSO,Male,1997,216045,191932,239322
LSO,Male,1998,215815,193653,237287
LSO,Male,1999,215523,195942,235207
LSO,Male,2000,215486,197976,233980
LSO,Male,2001,215720,199522,233134
LSO,Male,2002,213544,198017,230617
LSO,Male,2003,211462,195730,228784
LSO,Male,2004,209570,194089,226726
LSO,Male,2005,207934,192003,225238
LSO,Male,2006,205604,189751,222836
LSO,Male,2007,203452,187112,220939
LSO,Male,2008,202038,184857,219536
LSO,Male,2009,202131,184704,218914
LSO,Male,2010,203518,184907,220602
LSO,Male,2011,207263,187890,226159
LSO,Male,2012,211802,188980,232996
LSO,Female,1980,5259,3748,7514
LSO,Female,1981,5328,3737,7479
LSO,Female,1982,5394,3809,7613
LSO,Female,1983,5466,3920,7632
LSO,Female,1984,5521,3983,7726
LSO,Female,1985,5566,4049,7757
LSO,Female,1986,5601,4024,7792
LSO,Female,1987,5625,4003,7704
LSO,Female,1988,5636,3953,7785
LSO,Female,1989,5643,3932,7742
LSO,Female,1990,5658,3910,7677
LSO,Female,1991,5678,3961,7780
LSO,Female,1992,5703,3971,7914
LSO,Female,1993,5725,3990,8018
LSO,Female,1994,5729,4007,7938
LSO,Female,1995,5719,4026,7909
LSO,Female,1996,5681,4010,7805
LSO,Female,1997,6002,4311,8174
LSO,Female,1998,5985,4344,8068
LSO,Female,1999,5899,4342,7906
LSO,Female,2000,5801,4350,7711
LSO,Female,2001,5691,4253,7564
LSO,Female,2002,5574,4225,7259
LSO,Female,2003,5453,4141,6959
LSO,Female,2004,5340,4090,6822
LSO,Female,2005,5252,4038,6716
LSO,Female,2006,5191,4038,6664
LSO,Female,2007,5151,3998,6667
LSO,Female,2008,5121,4010,6613
LSO,Female,2009,5062,3926,6547
LSO,Female,2010,5058,3915,6563
LSO,Female,2011,5179,3998,6705
LSO,Female,2012,5369,4096,6934
LSO,Both,1980,150329,131947,169591
LSO,Both,1981,154393,136037,174661
LSO,Both,1982,158409,140274,178472
LSO,Both,1983,162612,143335,184518
LSO,Both,1984,166582,146478,189072
LSO,Both,1985,170389,149746,193106
LSO,Both,1986,174085,153385,196805
LSO,Both,1987,177827,156749,201165
LSO,Both,1988,181596,160841,205682
LSO,Both,1989,185637,164281,210884
LSO,Both,1990,190166,167389,216124
LSO,Both,1991,195462,173259,221663
LSO,Both,1992,201372,177646,227924
LSO,Both,1993,207446,182113,234298
LSO,Both,1994,213004,187254,239947
LSO,Both,1995,217768,191899,244148
LSO,Both,1996,221311,196612,245906
LSO,Both,1997,222047,197740,245160
LSO,Both,1998,221800,199465,244141
LSO,Both,1999,221422,201450,241234
LSO,Both,2000,221287,203499,239955
LSO,Both,2001,221410,204871,239238
LSO,Both,2002,219117,203119,235977
LSO,Both,2003,216915,201038,234306
LSO,Both,2004,214909,199421,232241
LSO,Both,2005,213186,196959,230565
LSO,Both,2006,210795,195088,228245
LSO,Both,2007,208602,191764,225707
LSO,Both,2008,207159,189623,224318
LSO,Both,2009,207193,190166,224309
LSO,Both,2010,208575,190034,225824
LSO,Both,2011,212443,192702,231386
LSO,Both,2012,217171,194427,238075
LTU,Male,1980,430684,366925,494952
LTU,Male,1981,436336,374001,501140
LTU,Male,1982,441644,379197,507788
LTU,Male,1983,446481,380358,513230
LTU,Male,1984,451593,386963,519801
LTU,Male,1985,457041,391989,522668
LTU,Male,1986,462505,396807,526078
LTU,Male,1987,468263,404949,531651
LTU,Male,1988,473456,412450,537849
LTU,Male,1989,477746,418483,537551
LTU,Male,1990,481157,426130,537875
LTU,Male,1991,484510,433996,534043
LTU,Male,1992,489915,446330,532966
LTU,Male,1993,496513,460805,534812
LTU,Male,1994,504375,473294,538905
LTU,Male,1995,515017,484602,545513
LTU,Male,1996,524105,494426,554841
LTU,Male,1997,530719,499834,562219
LTU,Male,1998,534411,504076,564913
LTU,Male,1999,535305,504773,566582
LTU,Male,2000,532885,503151,564888
LTU,Male,2001,527695,497470,557851
LTU,Male,2002,522675,492167,552357
LTU,Male,2003,518785,488258,548567
LTU,Male,2004,516565,486706,545217
LTU,Male,2005,518536,488639,548330
LTU,Male,2006,516300,486524,547358
LTU,Male,2007,516645,483014,550844
LTU,Male,2008,518012,479774,555693
LTU,Male,2009,521520,481651,560877
LTU,Male,2010,514365,469885,557927
LTU,Male,2011,513624,465132,560688
LTU,Male,2012,512422,459853,559151
LTU,Female,1980,118480,85198,158243
LTU,Female,1981,119097,87365,159421
LTU,Female,1982,119528,87677,157566
LTU,Female,1983,119807,88375,156642
LTU,Female,1984,120039,88086,158150
LTU,Female,1985,120251,89013,157132
LTU,Female,1986,120378,90999,155754
LTU,Female,1987,120289,92546,156053
LTU,Female,1988,119934,93269,154267
LTU,Female,1989,119325,93602,151309
LTU,Female,1990,118335,93643,148181
LTU,Female,1991,117347,94327,143525
LTU,Female,1992,117036,96385,140682
LTU,Female,1993,117302,98480,139080
LTU,Female,1994,118709,101900,137286
LTU,Female,1995,124110,107407,142168
LTU,Female,1996,130357,114321,147526
LTU,Female,1997,140797,124537,158476
LTU,Female,1998,151369,134377,170246
LTU,Female,1999,161422,143736,181195
LTU,Female,2000,170223,151773,191825
LTU,Female,2001,176672,157706,198145
LTU,Female,2002,182825,163463,204612
LTU,Female,2003,188990,170902,210617
LTU,Female,2004,195101,175459,216503
LTU,Female,2005,201132,181130,224181
LTU,Female,2006,203477,182062,227014
LTU,Female,2007,206282,183852,232100
LTU,Female,2008,209193,183121,237227
LTU,Female,2009,212353,181489,243770
LTU,Female,2010,208063,175001,244941
LTU,Female,2011,206636,169848,245992
LTU,Female,2012,204676,165921,246359
LTU,Both,1980,549164,478703,621271
LTU,Both,1981,555433,486019,625532
LTU,Both,1982,561171,489727,631214
LTU,Both,1983,566289,488741,637385
LTU,Both,1984,571632,493112,645877
LTU,Both,1985,577292,500738,647326
LTU,Both,1986,582883,505553,654564
LTU,Both,1987,588552,512719,658783
LTU,Both,1988,593390,522110,661262
LTU,Both,1989,597071,529199,662374
LTU,Both,1990,599492,537237,661474
LTU,Both,1991,601856,545923,657399
LTU,Both,1992,606951,558914,658273
LTU,Both,1993,613815,573981,660839
LTU,Both,1994,623084,588781,662907
LTU,Both,1995,639127,605443,674158
LTU,Both,1996,654462,620101,688966
LTU,Both,1997,671516,636541,705228
LTU,Both,1998,685780,650613,720130
LTU,Both,1999,696727,661961,733801
LTU,Both,2000,703109,667323,739906
LTU,Both,2001,704367,669249,738570
LTU,Both,2002,705501,669515,738927
LTU,Both,2003,707775,671574,742772
LTU,Both,2004,711666,676638,747678
LTU,Both,2005,719668,683621,756134
LTU,Both,2006,719778,681926,757815
LTU,Both,2007,722927,681729,764547
LTU,Both,2008,727205,678334,774392
LTU,Both,2009,733873,680666,784741
LTU,Both,2010,722428,667411,776379
LTU,Both,2011,720261,657564,780404
LTU,Both,2012,717098,651679,776480
LUX,Male,1980,55703,48161,63101
LUX,Male,1981,55826,48779,63100
LUX,Male,1982,55914,49338,62933
LUX,Male,1983,56038,49779,62471
LUX,Male,1984,56044,50407,61946
LUX,Male,1985,55982,50811,61536
LUX,Male,1986,55818,51261,61057
LUX,Male,1987,55693,51408,60375
LUX,Male,1988,55597,51429,59725
LUX,Male,1989,55283,51168,59118
LUX,Male,1990,54253,50288,58055
LUX,Male,1991,53134,49337,56783
LUX,Male,1992,52225,48476,55806
LUX,Male,1993,51522,47864,55085
LUX,Male,1994,51656,48053,55352
LUX,Male,1995,52513,48817,56267
LUX,Male,1996,53800,49951,57389
LUX,Male,1997,55196,51488,58713
LUX,Male,1998,56381,52833,59865
LUX,Male,1999,57230,53807,60555
LUX,Male,2000,57679,54418,60916
LUX,Male,2001,58001,54925,61257
LUX,Male,2002,58233,55253,61417
LUX,Male,2003,58005,54867,61265
LUX,Male,2004,57372,53863,61127
LUX,Male,2005,56663,52586,60904
LUX,Male,2006,57233,52655,62112
LUX,Male,2007,58060,52588,63335
LUX,Male,2008,58344,52502,64296
LUX,Male,2009,58961,52808,65528
LUX,Male,2010,59353,52822,66366
LUX,Male,2011,59891,52831,67663
LUX,Male,2012,60575,53067,68883
LUX,Female,1980,40492,32792,48410
LUX,Female,1981,40383,33348,48056
LUX,Female,1982,40246,33507,47425
LUX,Female,1983,40068,33888,46569
LUX,Female,1984,39781,34125,45979
LUX,Female,1985,39547,34368,44964
LUX,Female,1986,39424,34774,44011
LUX,Female,1987,39437,35222,43702
LUX,Female,1988,39611,35834,43505
LUX,Female,1989,39857,36141,43655
LUX,Female,1990,40469,36758,44355
LUX,Female,1991,41190,37354,45069
LUX,Female,1992,41682,37882,45725
LUX,Female,1993,42142,38356,46244
LUX,Female,1994,42777,38969,46779
LUX,Female,1995,43102,39204,47241
LUX,Female,1996,43341,39409,47623
LUX,Female,1997,43354,39428,47539
LUX,Female,1998,43327,39615,47208
LUX,Female,1999,43373,39964,47049
LUX,Female,2000,43791,40433,47212
LUX,Female,2001,44275,41106,47752
LUX,Female,2002,44518,41587,47751
LUX,Female,2003,44202,41150,47464
LUX,Female,2004,43754,40236,47292
LUX,Female,2005,43425,39198,47423
LUX,Female,2006,43653,38915,48227
LUX,Female,2007,43944,38607,48970
LUX,Female,2008,43886,38022,49919
LUX,Female,2009,44051,37724,50679
LUX,Female,2010,44378,37726,51661
LUX,Female,2011,44919,37834,52732
LUX,Female,2012,45617,37877,54221
LUX,Both,1980,96196,85742,107325
LUX,Both,1981,96209,86699,106974
LUX,Both,1982,96161,86880,106685
LUX,Both,1983,96106,87068,105613
LUX,Both,1984,95825,87434,104533
LUX,Both,1985,95529,87867,103355
LUX,Both,1986,95242,88477,102070
LUX,Both,1987,95129,89318,101437
LUX,Both,1988,95208,89764,100742
LUX,Both,1989,95140,89499,100674
LUX,Both,1990,94721,89271,100209
LUX,Both,1991,94324,89042,99897
LUX,Both,1992,93907,88519,99567
LUX,Both,1993,93664,88364,99094
LUX,Both,1994,94433,89007,99909
LUX,Both,1995,95615,90162,101120
LUX,Both,1996,97142,91676,102749
LUX,Both,1997,98550,93233,103736
LUX,Both,1998,99707,94782,104828
LUX,Both,1999,100603,95695,105474
LUX,Both,2000,101470,96973,106171
LUX,Both,2001,102276,98074,106828
LUX,Both,2002,102751,98574,107087
LUX,Both,2003,102207,97983,106939
LUX,Both,2004,101126,96419,106056
LUX,Both,2005,100088,94616,105971
LUX,Both,2006,100886,94182,108237
LUX,Both,2007,102003,94251,109901
LUX,Both,2008,102230,93650,111079
LUX,Both,2009,103013,93962,112824
LUX,Both,2010,103731,93698,114033
LUX,Both,2011,104810,94684,115824
LUX,Both,2012,106192,95650,117945
LVA,Male,1980,390096,339338,436474
LVA,Male,1981,391467,339355,437681
LVA,Male,1982,393173,342156,440045
LVA,Male,1983,395501,343541,441396
LVA,Male,1984,398573,346709,446158
LVA,Male,1985,402393,351289,449830
LVA,Male,1986,407127,355874,455133
LVA,Male,1987,413143,361220,462861
LVA,Male,1988,419168,369834,469801
LVA,Male,1989,422503,373120,473346
LVA,Male,1990,423340,374800,473739
LVA,Male,1991,424354,379333,472362
LVA,Male,1992,423258,381750,467715
LVA,Male,1993,419583,380535,461133
LVA,Male,1994,417827,381689,459030
LVA,Male,1995,417629,384569,452311
LVA,Male,1996,418768,387953,450508
LVA,Male,1997,421085,393498,448629
LVA,Male,1998,422622,398088,447748
LVA,Male,1999,425404,402367,448897
LVA,Male,2000,426429,404807,448326
LVA,Male,2001,426616,406308,447902
LVA,Male,2002,425639,404937,447192
LVA,Male,2003,424580,404889,444855
LVA,Male,2004,420238,400112,441216
LVA,Male,2005,415858,396020,437354
LVA,Male,2006,409262,388685,430245
LVA,Male,2007,403997,380846,427723
LVA,Male,2008,400509,374481,424660
LVA,Male,2009,398652,369572,426522
LVA,Male,2010,394544,363226,424411
LVA,Male,2011,391409,358113,423429
LVA,Male,2012,388268,352551,421804
LVA,Female,1980,172552,132230,221923
LVA,Female,1981,172862,133024,220482
LVA,Female,1982,173187,133312,220824
LVA,Female,1983,173418,133076,218121
LVA,Female,1984,173687,131999,216820
LVA,Female,1985,174219,132313,217049
LVA,Female,1986,174993,133136,219960
LVA,Female,1987,176070,134631,222109
LVA,Female,1988,177105,135647,223392
LVA,Female,1989,177393,138713,223507
LVA,Female,1990,176856,138848,223671
LVA,Female,1991,175912,138691,219967
LVA,Female,1992,174239,137671,214389
LVA,Female,1993,171705,136695,208658
LVA,Female,1994,169676,136396,203371
LVA,Female,1995,168145,138365,199392
LVA,Female,1996,167034,140456,195369
LVA,Female,1997,167348,144293,192215
LVA,Female,1998,168388,148585,190735
LVA,Female,1999,170625,152855,190739
LVA,Female,2000,172334,155162,190432
LVA,Female,2001,174050,158103,191109
LVA,Female,2002,175636,159686,192139
LVA,Female,2003,177038,161206,193068
LVA,Female,2004,177221,160442,193390
LVA,Female,2005,177694,160278,193899
LVA,Female,2006,177489,159344,195368
