measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Latvia,Both,Age-standardized,Cervical cancer,Rate,2019,2.623542199845639,3.5895464451038084,1.9413905383350396
Deaths,Latvia,Both,Age-standardized,Prostate cancer,Rate,2019,8.846483889603192,11.409395250905513,4.995709178542624
Deaths,Latvia,Both,Age-standardized,Colon and rectum cancer,Rate,2019,17.632018596798076,21.21313781627781,14.765047655735016
Deaths,Latvia,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,2.581761056369351,3.2483047167032066,2.0792624867795784
Deaths,Estonia,Both,Age-standardized,Cervical cancer,Rate,2019,2.902557832722455,3.7523280996156063,2.168945391433599
Deaths,Estonia,Both,Age-standardized,Prostate cancer,Rate,2019,9.283581043356454,12.12027505079805,4.685991607843198
Deaths,Estonia,Both,Age-standardized,Colon and rectum cancer,Rate,2019,18.508553578937367,23.219635177894887,14.812898333509525
Deaths,Estonia,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,2.0777968275440037,2.6838558101554564,1.604200019941913
Deaths,Estonia,Both,Age-standardized,Pancreatic cancer,Rate,2019,10.189741658760065,12.864837063175427,7.975783219669525
Deaths,Estonia,Both,Age-standardized,Kidney cancer,Rate,2019,5.632206706004805,7.20179525320411,4.303443544574737
Deaths,Estonia,Both,Age-standardized,Bladder cancer,Rate,2019,3.8461026120188797,4.823541891372982,3.0126175522817635
Deaths,Saudi Arabia,Both,Age-standardized,Esophageal cancer,Rate,2019,1.7786100089238834,2.3617917530126653,1.3953202970881946
Deaths,Saudi Arabia,Both,Age-standardized,Stomach cancer,Rate,2019,4.103159240579385,4.952689494702176,3.3649471009143497
Deaths,Saudi Arabia,Both,Age-standardized,Liver cancer,Rate,2019,4.904250792029529,6.2518257150184695,3.86324145531002
Deaths,Latvia,Both,Age-standardized,Pancreatic cancer,Rate,2019,10.153634583288582,12.376672584150933,8.419132019450108
Deaths,Saudi Arabia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,9.137968142194188,11.056603179999064,7.325620973847429
Deaths,Saudi Arabia,Both,Age-standardized,Breast cancer,Rate,2019,5.8492478937323655,7.603385379611836,4.473148237425546
Deaths,Saudi Arabia,Both,Age-standardized,Cervical cancer,Rate,2019,0.9430574471621544,1.242800644522562,0.6927670402669032
Deaths,Saudi Arabia,Both,Age-standardized,Prostate cancer,Rate,2019,5.101291343806374,7.672368505242874,3.8769731871982356
Deaths,Saudi Arabia,Both,Age-standardized,Colon and rectum cancer,Rate,2019,9.65596284185886,11.635671059230145,7.792856047878567
Deaths,Saudi Arabia,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,1.079694540897072,1.3495865998297654,0.8520254453319916
Deaths,Oman,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,10.448286114047109,12.588198397774951,8.673676115494873
Deaths,Oman,Both,Age-standardized,Breast cancer,Rate,2019,7.651874955644324,9.027998655086671,6.475114971126895
Deaths,Oman,Both,Age-standardized,Cervical cancer,Rate,2019,1.37831610019145,1.686550494612098,1.0647845244713845
Deaths,Oman,Both,Age-standardized,Prostate cancer,Rate,2019,5.977678803577523,7.634498283991158,4.781779815247674
Deaths,Oman,Both,Age-standardized,Colon and rectum cancer,Rate,2019,10.204620684083656,12.039351575619332,8.48122428860193
Deaths,Italy,Both,Age-standardized,Pancreatic cancer,Rate,2019,9.588501489337473,10.17853052298963,8.704415088205257
Deaths,Italy,Both,Age-standardized,Kidney cancer,Rate,2019,3.415137220510787,3.6031803430620712,3.146609872237046
Deaths,Italy,Both,Age-standardized,Bladder cancer,Rate,2019,5.161235251256636,5.62104211685746,4.637667825602669
Deaths,Senegal,Both,Age-standardized,Esophageal cancer,Rate,2019,5.008684527082959,6.597840025325199,2.780711556401201
Deaths,Senegal,Both,Age-standardized,Stomach cancer,Rate,2019,14.011553204768937,17.099645304561374,11.176830917062269
